Région,Province,Année,Surface (1000 Ha),Production (1000 Qx),Rendement (Qx/Ha),Latitude,Longitude,Pluie_Saisonniere_mm,NDVI_01,NDVI_03,NDVI_05,NDVI_Moyen,Point_ID
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.86054808,-5.605685771,367.2,0.2,0.4179,0.3544,0.3241,Meknès_2016_Pt0
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.9250991,-5.580128741,367.2,0.2,0.6097,0.4727,0.427466667,Meknès_2016_Pt1
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.9032718,-5.566193438,367.2,0.2,0.8227,0.9024,0.6417,Meknès_2016_Pt2
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.91212161,-5.570124334,367.2,0.2,0.7093,0.7853,0.564866667,Meknès_2016_Pt3
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.86231131,-5.517206722,367.2,0.2,0.3186,0.2514,0.256666667,Meknès_2016_Pt4
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.9318422,-5.591360601,367.2,0.2,0.7722,0.3348,0.435666667,Meknès_2016_Pt5
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.93105594,-5.527598365,367.2,0.2,0.5411,0.4263,0.389133333,Meknès_2016_Pt6
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.92256029,-5.515002286,367.2,0.2,0.54,0.3924,0.377466667,Meknès_2016_Pt7
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.88668738,-5.560434015,367.2,0.2,0.4626,0.7566,0.473066667,Meknès_2016_Pt8
Fès-Meknès,Meknès,2016,65.3,797.1,12.21,33.87025581,-5.51687031,367.2,0.2,0.6933,0.4669,0.4534,Meknès_2016_Pt9
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.88236912,-4.794305917,385.86,0.5497,0.6168,0.2567,0.4744,Sefrou_2023_Pt0
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.85918396,-4.862099225,385.86,0.4446,0.4162,0.2453,0.3687,Sefrou_2023_Pt1
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.87012889,-4.881276892,385.86,0.4275,0.7218,0.1395,0.4296,Sefrou_2023_Pt2
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.78230845,-4.83261198,385.86,0.3479,0.3049,0.2202,0.291,Sefrou_2023_Pt3
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.82155714,-4.797187532,385.86,0.4927,0.8835,0.27,0.548733333,Sefrou_2023_Pt4
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.77115632,-4.814641026,385.86,0.7673,0.5653,0.479,0.603866667,Sefrou_2023_Pt5
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.77988004,-4.840182882,385.86,0.3587,0.3372,0.277,0.3243,Sefrou_2023_Pt6
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.79235538,-4.875345719,385.86,0.4034,0.3703,0.2722,0.348633333,Sefrou_2023_Pt7
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.76910272,-4.805063436,385.86,0.3139,0.4697,0.415,0.399533333,Sefrou_2023_Pt8
Fès-Meknès,Sefrou,2023,46.2,885,19.16,33.81410005,-4.811600624,385.86,-0.0025,0.4091,0.1939,0.200166667,Sefrou_2023_Pt9
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.85681289,-4.865058991,359.67,0.5214,0.5622,0.3369,0.4735,Sefrou_2022_Pt0
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.84408982,-4.804920336,359.67,0.3353,0.3198,0.2114,0.288833333,Sefrou_2022_Pt1
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.77770723,-4.873250457,359.67,0.4574,0.4056,0.3851,0.416033333,Sefrou_2022_Pt2
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.78806169,-4.87837911,359.67,0.5896,0.4428,0.4121,0.4815,Sefrou_2022_Pt3
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.81256296,-4.797960189,359.67,0.4504,0.5554,0.2498,0.418533333,Sefrou_2022_Pt4
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.855886,-4.796427745,359.67,0.3356,0.3353,0.2038,0.291566667,Sefrou_2022_Pt5
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.86535976,-4.85838282,359.67,0.4126,0.4651,0.3445,0.4074,Sefrou_2022_Pt6
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.87640451,-4.847508466,359.67,0.3881,0.3986,0.289,0.358566667,Sefrou_2022_Pt7
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.85290115,-4.82541063,359.67,0.2821,0.548,0.2871,0.3724,Sefrou_2022_Pt8
Fès-Meknès,Sefrou,2022,45.6,908.9,19.93,33.84251798,-4.840213653,359.67,0.6047,0.6034,0.7119,0.64,Sefrou_2022_Pt9
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.79731615,-4.781522223,640.86,0.328,0.3815,0.2581,0.322533333,Sefrou_2021_Pt0
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.86664545,-4.813690426,640.86,0.4457,0.4546,0.314,0.404766667,Sefrou_2021_Pt1
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.81200967,-4.81210444,640.86,0.4446,0.4031,0.23,0.359233333,Sefrou_2021_Pt2
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.80154708,-4.870066951,640.86,0.3272,0.3064,0.3032,0.312266667,Sefrou_2021_Pt3
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.79271527,-4.809863626,640.86,0.4557,0.502,0.2451,0.400933333,Sefrou_2021_Pt4
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.87351435,-4.788815112,640.86,0.3176,0.3342,0.2535,0.301766667,Sefrou_2021_Pt5
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.87813575,-4.826513719,640.86,0.7226,0.4316,0.4484,0.5342,Sefrou_2021_Pt6
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.8517783,-4.7881859,640.86,0.3331,0.3397,0.1908,0.287866667,Sefrou_2021_Pt7
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.8017448,-4.861464448,640.86,0.4517,0.3978,0.338,0.395833333,Sefrou_2021_Pt8
Fès-Meknès,Sefrou,2021,46.5,1670.8,35.93,33.80094039,-4.791880648,640.86,0.3007,0.3498,0.2617,0.304066667,Sefrou_2021_Pt9
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.85157081,-4.825944722,593.52,0.2353,0.3556,-0.07,0.173633333,Sefrou_2020_Pt0
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.87218203,-4.809726152,593.52,0.6068,0.4376,0.6741,0.572833333,Sefrou_2020_Pt1
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.83745149,-4.781165948,593.52,0.757,0.5973,0.6268,0.660366667,Sefrou_2020_Pt2
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.85555873,-4.790883056,593.52,0.3997,0.3024,0.2448,0.315633333,Sefrou_2020_Pt3
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.84393934,-4.77641204,593.52,0.4848,0.3822,0.4137,0.4269,Sefrou_2020_Pt4
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.8505052,-4.877149376,593.52,0.502,0.4591,0.3125,0.424533333,Sefrou_2020_Pt5
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.7849862,-4.880943802,593.52,-0.0213,0.3736,0.3607,0.237666667,Sefrou_2020_Pt6
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.78576411,-4.863892897,593.52,0.4761,0.4189,0.3938,0.4296,Sefrou_2020_Pt7
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.83841477,-4.807148686,593.52,0.5001,0.3671,0.3054,0.390866667,Sefrou_2020_Pt8
Fès-Meknès,Sefrou,2020,46.9,527.2,11.24,33.79630569,-4.827852179,593.52,0.4608,0.3331,0.3862,0.393366667,Sefrou_2020_Pt9
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.80321006,-4.866823654,672.39,0.212,0.3537,0.2114,0.259033333,Sefrou_2019_Pt0
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.79668234,-4.821886908,672.39,0.4959,0.5229,0.3286,0.449133333,Sefrou_2019_Pt1
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.83027864,-4.839364254,672.39,0.463,0.4346,0.3583,0.418633333,Sefrou_2019_Pt2
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.84166299,-4.834896008,672.39,0.4955,0.4766,0.495,0.489033333,Sefrou_2019_Pt3
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.86231365,-4.833823832,672.39,0.5894,0.4517,0.3694,0.470166667,Sefrou_2019_Pt4
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.87807391,-4.883896827,672.39,0.0345,0.444,0.3769,0.285133333,Sefrou_2019_Pt5
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.78396499,-4.871691421,672.39,0.4867,0.4208,0.3975,0.435,Sefrou_2019_Pt6
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.88474235,-4.784793532,672.39,0.5283,0.3998,0.3263,0.418133333,Sefrou_2019_Pt7
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.86307251,-4.847520755,672.39,0.5779,0.4779,0.4225,0.492766667,Sefrou_2019_Pt8
Fès-Meknès,Sefrou,2019,56.7,1292.1,22.79,33.78298927,-4.828141998,672.39,0.493,0.406,0.3002,0.399733333,Sefrou_2019_Pt9
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.81887337,-4.873029999,581.33,0.2,0.6103,0.3869,0.399066667,Sefrou_2017_Pt0
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.76915207,-4.829207955,581.33,0.2,0.3259,0.2107,0.245533333,Sefrou_2017_Pt1
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.87129655,-4.76514044,581.33,0.2,0.4525,0.1195,0.257333333,Sefrou_2017_Pt2
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.86650685,-4.794684801,581.33,0.2,0.4787,0.2177,0.2988,Sefrou_2017_Pt3
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.77454384,-4.787212439,581.33,0.2,0.4444,0.285,0.3098,Sefrou_2017_Pt4
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.82803236,-4.802515564,581.33,0.2,0.5162,0.1872,0.301133333,Sefrou_2017_Pt5
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.8102586,-4.81391486,581.33,0.2,0.3241,0.1675,0.230533333,Sefrou_2017_Pt6
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.76854643,-4.814579107,581.33,0.2,0.5613,0.3625,0.3746,Sefrou_2017_Pt7
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.84265512,-4.883183223,581.33,0.2,0.3924,0.2337,0.275366667,Sefrou_2017_Pt8
Fès-Meknès,Sefrou,2017,50.5,854.8,16.93,33.79950672,-4.793976333,581.33,0.2,0.3709,0.2414,0.270766667,Sefrou_2017_Pt9
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.77947193,-4.878121622,453.96,0.2,0.4217,0.2758,0.299166667,Sefrou_2016_Pt0
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.87736085,-4.858048899,453.96,0.2,0.4834,0.4113,0.3649,Sefrou_2016_Pt1
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.78942335,-4.795936863,453.96,0.2,0.696,0.6566,0.517533333,Sefrou_2016_Pt2
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.81090273,-4.804954078,453.96,0.2,0.3073,0.304,0.270433333,Sefrou_2016_Pt3
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.88234144,-4.882663128,453.96,0.2,0.4174,0.2926,0.303333333,Sefrou_2016_Pt4
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.84239941,-4.83276439,453.96,0.2,0.6779,0.651,0.509633333,Sefrou_2016_Pt5
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.84155625,-4.810285513,453.96,0.2,0.3125,0.3439,0.285466667,Sefrou_2016_Pt6
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.82350994,-4.841968267,453.96,0.2,0.3422,0.4309,0.324366667,Sefrou_2016_Pt7
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.83499589,-4.817204708,453.96,0.2,0.3712,0.2464,0.272533333,Sefrou_2016_Pt8
Fès-Meknès,Sefrou,2016,41.9,410.4,9.79,33.84316267,-4.840369741,453.96,0.2,0.5453,0.5865,0.443933333,Sefrou_2016_Pt9
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.50550935,-4.659814516,497.31,0.3168,0.6515,0.2645,0.410933333,Taounate_2023_Pt0
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.57877102,-4.665380123,497.31,0.3361,0.4833,0.2197,0.346366667,Taounate_2023_Pt1
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.56082018,-4.616917933,497.31,0.4614,0.5785,0.2774,0.4391,Taounate_2023_Pt2
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.56861667,-4.584973829,497.31,0.3412,0.5598,0.3161,0.4057,Taounate_2023_Pt3
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.48880887,-4.641388079,497.31,0.2471,0.6584,0.3824,0.4293,Taounate_2023_Pt4
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.58458381,-4.62544624,497.31,0.3143,0.6753,0.2763,0.421966667,Taounate_2023_Pt5
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.52651908,-4.629514113,497.31,0.6909,0.6848,0.3356,0.570433333,Taounate_2023_Pt6
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.51363559,-4.634769318,497.31,0.2654,0.4506,0.159,0.291666667,Taounate_2023_Pt7
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.53517402,-4.663261847,497.31,0.5878,0.6247,0.3678,0.526766667,Taounate_2023_Pt8
Fès-Meknès,Taounate,2023,204.1,4964.1,24.32,34.53572423,-4.645531184,497.31,0.4077,0.4534,0.2913,0.384133333,Taounate_2023_Pt9
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.59226827,-4.624002053,483.38,0.4045,0.4609,0.3887,0.418033333,Taounate_2022_Pt0
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.55841382,-4.602173051,483.38,0.55,0.4675,0.4305,0.482666667,Taounate_2022_Pt1
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.52673097,-4.676922363,483.38,0.425,0.4772,0.1838,0.362,Taounate_2022_Pt2
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.47986399,-4.678507988,483.38,0.1061,0.3807,0.1822,0.223,Taounate_2022_Pt3
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.52537028,-4.625871646,483.38,0.537,0.5069,0.318,0.453966667,Taounate_2022_Pt4
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.56942462,-4.684478799,483.38,0.7121,0.5036,0.5428,0.586166667,Taounate_2022_Pt5
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.51199406,-4.693916414,406.57,0.4974,0.6807,0.2176,0.465233333,Taounate_2022_Pt6
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.50531893,-4.631074447,483.38,0.4123,0.359,0.1131,0.2948,Taounate_2022_Pt7
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.47606037,-4.627936114,483.38,0.6765,0.6598,0.2354,0.5239,Taounate_2022_Pt8
Fès-Meknès,Taounate,2022,199,3189.5,16.03,34.49093577,-4.668385277,483.38,0.3267,0.4028,0.332,0.353833333,Taounate_2022_Pt9
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.5312694,-4.667628343,807.66,0.3938,0.5829,0.2389,0.4052,Taounate_2021_Pt0
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.58030985,-4.682728962,807.66,0.6697,0.7837,0.633,0.695466667,Taounate_2021_Pt1
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.52218618,-4.607368078,807.66,0.5033,0.8312,0.2339,0.5228,Taounate_2021_Pt2
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.48972637,-4.673568907,807.66,0.5518,0.5657,0.226,0.447833333,Taounate_2021_Pt3
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.49136604,-4.604655978,807.66,0.6374,0.7024,0.2754,0.5384,Taounate_2021_Pt4
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.56528867,-4.599220714,807.66,0.5728,0.7383,0.3364,0.549166667,Taounate_2021_Pt5
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.58848051,-4.59611638,807.66,0.4541,0.7126,0.3153,0.494,Taounate_2021_Pt6
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.47672171,-4.683328566,807.66,0.5422,0.7223,0.3384,0.5343,Taounate_2021_Pt7
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.55015193,-4.638909728,807.66,0.3795,0.3386,0.3006,0.339566667,Taounate_2021_Pt8
Fès-Meknès,Taounate,2021,215,7440.2,34.61,34.53793262,-4.689067254,765.08,0.2008,0.3252,0.1449,0.223633333,Taounate_2021_Pt9
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.59169912,-4.612751386,702.97,0.3824,0.588,0.3971,0.455833333,Taounate_2020_Pt0
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.50528255,-4.64369819,702.97,0.2658,0.3561,0.3292,0.317033333,Taounate_2020_Pt1
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.56232207,-4.618105137,702.97,0.561,0.6488,0.5375,0.582433333,Taounate_2020_Pt2
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.56636312,-4.6029016,702.97,0.7524,0.7063,0.5786,0.6791,Taounate_2020_Pt3
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.57801013,-4.681937979,702.97,0.3942,0.7086,0.3208,0.474533333,Taounate_2020_Pt4
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.51676665,-4.639646058,702.97,0.4045,0.5661,0.3009,0.423833333,Taounate_2020_Pt5
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.49823314,-4.632819948,702.97,0.6311,0.5286,0.244,0.4679,Taounate_2020_Pt6
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.5019445,-4.653652627,702.97,0.2727,0.5365,0.1494,0.319533333,Taounate_2020_Pt7
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.50499826,-4.582202736,702.97,0.6906,0.4849,0.2257,0.467066667,Taounate_2020_Pt8
Fès-Meknès,Taounate,2020,261.3,2308.3,8.83,34.57390955,-4.680698347,702.97,0.5391,0.521,0.5831,0.547733333,Taounate_2020_Pt9
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.47999057,-4.673113757,836.79,0.4796,0.6583,0.2768,0.471566667,Taounate_2019_Pt0
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.55820635,-4.652337544,836.79,0.7408,0.652,0.5618,0.651533333,Taounate_2019_Pt1
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.48923621,-4.701794481,749.71,0.7063,0.5924,0.3445,0.547733333,Taounate_2019_Pt2
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.58041304,-4.645653759,836.79,0.54,0.5459,0.3567,0.480866667,Taounate_2019_Pt3
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.55205571,-4.601772244,836.79,0.7323,0.4986,0.3964,0.542433333,Taounate_2019_Pt4
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.57662781,-4.586031957,836.79,0.5517,0.6312,0.5892,0.5907,Taounate_2019_Pt5
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.51508521,-4.632350161,836.79,0.4736,0.5156,0.294,0.427733333,Taounate_2019_Pt6
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.57645092,-4.588133361,836.79,0.6869,0.7151,0.6303,0.677433333,Taounate_2019_Pt7
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.59362109,-4.641354916,836.79,0.692,0.5756,0.5093,0.5923,Taounate_2019_Pt8
Fès-Meknès,Taounate,2019,284.2,5157.1,18.15,34.58436073,-4.695682021,749.71,0.5984,0.7049,0.4618,0.588366667,Taounate_2019_Pt9
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.57366273,-4.615737154,791.27,0.2,0.8598,0.2685,0.442766667,Taounate_2017_Pt0
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.49022617,-4.611284439,791.27,0.2,0.3398,0.3673,0.302366667,Taounate_2017_Pt1
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.59097671,-4.68170448,791.27,0.2,0.5043,0.1012,0.2685,Taounate_2017_Pt2
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.57156273,-4.594727788,791.27,0.2,0.8541,0.2655,0.439866667,Taounate_2017_Pt3
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.53408986,-4.693893973,724.28,0.2,0.8654,0.4046,0.49,Taounate_2017_Pt4
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.51112097,-4.659967768,791.27,0.2,0.7835,0.2838,0.422433333,Taounate_2017_Pt5
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.51582086,-4.676744138,791.27,0.2,0.806,0.4003,0.468766667,Taounate_2017_Pt6
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.56829656,-4.587714199,791.27,0.2,0.8162,0.4544,0.4902,Taounate_2017_Pt7
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.56092421,-4.655933849,791.27,0.2,0.6701,0.4365,0.435533333,Taounate_2017_Pt8
Fès-Meknès,Taounate,2017,286.7,6800.9,23.72,34.57783545,-4.59503041,791.27,0.2,0.629,0.4912,0.440066667,Taounate_2017_Pt9
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.52567103,-4.627747685,515.8,0.2,0.4941,0.2692,0.3211,Taounate_2016_Pt0
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.52891676,-4.620597726,515.8,0.2,0.6762,0.5306,0.468933333,Taounate_2016_Pt1
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.4828634,-4.663902256,515.8,0.2,0.8063,0.4993,0.501866667,Taounate_2016_Pt2
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.56463073,-4.671790362,515.8,0.2,0.3654,0.3135,0.292966667,Taounate_2016_Pt3
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.55319475,-4.665260919,515.8,0.2,0.4009,0.2746,0.291833333,Taounate_2016_Pt4
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.52186271,-4.587122572,515.8,0.2,0.5467,0.4993,0.415333333,Taounate_2016_Pt5
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.58807039,-4.658307618,515.8,0.2,0.4943,0.3308,0.3417,Taounate_2016_Pt6
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.48212947,-4.615906098,515.8,0.2,0.3849,0.193,0.2593,Taounate_2016_Pt7
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.50856263,-4.587526799,515.8,0.2,0.3396,0.4985,0.346033333,Taounate_2016_Pt8
Fès-Meknès,Taounate,2016,235.8,1111.5,4.71,34.50657119,-4.674012473,515.8,0.2,0.5733,0.3849,0.386066667,Taounate_2016_Pt9
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.18857377,-4.060927969,237.78,0.178,0.4963,0.3748,0.3497,Taza_2023_Pt0
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.18494242,-3.990474668,237.78,0.2455,0.3267,0.1185,0.230233333,Taza_2023_Pt1
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.23156698,-4.039200179,237.78,0.3681,0.4267,0.45,0.414933333,Taza_2023_Pt2
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.17177442,-4.052475888,237.78,0.2191,0.3581,0.1628,0.246666667,Taza_2023_Pt3
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.20353329,-4.04922347,237.78,0.1836,0.4599,0.2091,0.2842,Taza_2023_Pt4
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.25862308,-4.033916164,272.64,0.1195,0.6305,0.2621,0.337366667,Taza_2023_Pt5
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.18196539,-4.070823956,355.06,0.0656,0.6703,0.5899,0.441933333,Taza_2023_Pt6
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.27310201,-4.059105299,272.64,0.1747,0.4949,0.1738,0.281133333,Taza_2023_Pt7
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.22352813,-4.024186535,237.78,0.2754,0.3647,0.1457,0.261933333,Taza_2023_Pt8
Fès-Meknès,Taza,2023,121.9,2831.5,23.23,34.19405033,-4.018322675,237.78,0.1835,0.4485,0.245,0.292333333,Taza_2023_Pt9
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.16481638,-4.074622726,360.05,0.6472,0.5887,0.6004,0.6121,Taza_2022_Pt0
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.26010907,-4.056304131,300.02,0.5772,0.3776,0.316,0.4236,Taza_2022_Pt1
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.15767844,-4.001699284,258.82,0.8382,0.5904,0.8238,0.7508,Taza_2022_Pt2
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.18447415,-4.057180737,258.82,0.7765,0.5621,0.6641,0.667566667,Taza_2022_Pt3
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.20918112,-4.032389919,258.82,0.4473,0.4091,0.297,0.384466667,Taza_2022_Pt4
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.16917777,-4.070312346,360.05,0.6946,0.5673,0.6993,0.653733333,Taza_2022_Pt5
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.2165241,-4.074177914,360.05,0.6746,0.4964,0.4776,0.549533333,Taza_2022_Pt6
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.19711344,-4.024810832,258.82,0.5491,0.3451,0.3984,0.430866667,Taza_2022_Pt7
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.2006367,-3.971505188,258.82,0.3568,0.3022,0.3444,0.334466667,Taza_2022_Pt8
Fès-Meknès,Taza,2022,121,1861.3,15.38,34.20041584,-4.046940988,258.82,0.2978,0.3275,0.2737,0.299666667,Taza_2022_Pt9
Fès-Meknès,Taza,2021,127.2,4086.4,32.13,34.26987845,-4.017974013,380.13,0.0245,0.3886,0.1201,0.177733333,Taza_2021_Pt0
Fès-Meknès,Taza,2021,127.2,4086.4,32.13,34.20863684,-3.967281205,369.33,0.2435,0.6393,0.2429,0.375233333,Taza_2021_Pt1
Fès-Meknès,Taza,2021,127.2,4086.4,32.13,34.1576494,-3.98895231,369.33,0.7975,0.7463,-0.0294,0.5048,Taza_2021_Pt2
Fès-Meknès,Taza,2021,127.2,4086.4,32.13,34.2166561,-4.03608765,369.33,0.2173,0.6421,0.0642,0.307866667,Taza_2021_Pt3
